id	label	lay annotated to disease	lay not annotated to disease	clinical annotated to disease	clinical not annotated to disease	p-value	p-value-correct
MONDO:0009734	hyperinsulinemic hypoglycemia, familial, 1	15	4742	19	8783	0.1767315720262766	1964.0179599280118
MONDO:0020291	hypoplastic right heart syndrome	15	4742	19	8783	0.1767315720262766	1964.0179599280118
MONDO:0012953	colorectal cancer, susceptibility to, 10	15	4742	19	8783	0.1767315720262766	1964.0179599280118
MONDO:0018653	Polymerase proofreading-related adenomatous polyposis	15	4742	19	8783	0.1767315720262766	1964.0179599280118
MONDO:0021392	polyp of large intestine	15	4742	19	8783	0.1767315720262766	1964.0179599280118
MONDO:0014850	retinitis pigmentosa and erythrocytic microcytosis; RPEM	20	4737	27	8775	0.17771534426627117	1974.9506208310715
MONDO:0012904	epilepsy, progressive myoclonic, 1B	13	4744	16	8786	0.18158324129236536	2017.9345604820562
MONDO:0017909	inherited glutathione synthetase deficiency	26	4731	37	8765	0.18368011741841983	2041.2371448708996
MONDO:0014419	ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome	26	4731	37	8765	0.18368011741841983	2041.2371448708996
MONDO:0008042	myoclonus and ataxia	18	4739	24	8778	0.18447107832661386	2050.02709344366
MONDO:0002494	substance-related disorder	7	4750	7	8795	0.18529336862276688	2059.1652055048085
MONDO:0021698	alcohol-related disorders	7	4750	7	8795	0.18529336862276688	2059.1652055048085
MONDO:0004948	B-cell chronic lymphocytic leukemia	7	4750	7	8795	0.18529336862276688	2059.1652055048085
MONDO:0007328	choroidal osteoma, bilateral	7	4750	7	8795	0.18529336862276688	2059.1652055048085
MONDO:0007536	congenital lobar emphysema	7	4750	7	8795	0.18529336862276688	2059.1652055048085
MONDO:0008328	glaucoma 1, open angle, P	7	4750	7	8795	0.18529336862276688	2059.1652055048085
MONDO:0008350	pulmonic stenosis and deafness	7	4750	7	8795	0.18529336862276688	2059.1652055048085
MONDO:0008655	vestibulocochlear dysfunction, progressive	7	4750	7	8795	0.18529336862276688	2059.1652055048085
MONDO:0011201	ETM2	7	4750	7	8795	0.18529336862276688	2059.1652055048085
MONDO:0011703	spongiform encephalopathy with neuropsychiatric features	7	4750	7	8795	0.18529336862276688	2059.1652055048085
MONDO:0011711	SLI2	7	4750	7	8795	0.18529336862276688	2059.1652055048085
MONDO:0011896	Parkinson disease 11, autosomal dominant, susceptibility to	7	4750	7	8795	0.18529336862276688	2059.1652055048085
MONDO:0012684	arrhythmogenic right ventricular dysplasia 12	7	4750	7	8795	0.18529336862276688	2059.1652055048085
MONDO:0013196	colorectal cancer, hereditary nonpolyposis, type 8	7	4750	7	8795	0.18529336862276688	2059.1652055048085
MONDO:0013695	colorectal cancer, hereditary nonpolyposis, type 6	7	4750	7	8795	0.18529336862276688	2059.1652055048085
MONDO:0013725	colorectal cancer, hereditary nonpolyposis, type 7	7	4750	7	8795	0.18529336862276688	2059.1652055048085
MONDO:0013742	familial mesial temporal lobe epilepsy with febrile seizures	7	4750	7	8795	0.18529336862276688	2059.1652055048085
MONDO:0024566	febrile seizures, familial, 11	7	4750	7	8795	0.18529336862276688	2059.1652055048085
MONDO:0014839	chorea, childhood-onset, with psychomotor retardation; COCPMR	7	4750	7	8795	0.18529336862276688	2059.1652055048085
MONDO:0044202	episodic kinesigenic dyskinesia	11	4746	13	8789	0.18548416095966844	2061.285480744795
MONDO:0008206	benign paroxysmal tonic upgaze of childhood with ataxia	11	4746	13	8789	0.18548416095966844	2061.285480744795
MONDO:0019107	Rh deficiency syndrome	11	4746	13	8789	0.18548416095966844	2061.285480744795
MONDO:0016226	specific language disorder	11	4746	13	8789	0.18548416095966844	2061.285480744795
MONDO:0016225	specific learning disability	11	4746	13	8789	0.18548416095966844	2061.285480744795
MONDO:0011230	ossification of the posterior longitudinal ligament of the spine	11	4746	13	8789	0.18548416095966844	2061.285480744795
MONDO:0013372	long QT syndrome 5	11	4746	13	8789	0.18548416095966844	2061.285480744795
MONDO:0013509	intellectual disability, autosomal dominant 6	11	4746	13	8789	0.18548416095966844	2061.285480744795
MONDO:0007325	choreoathetosis, familial inverted	9	4748	10	8792	0.1874523067639535	2083.1574850678153
MONDO:0007471	Doyne honeycomb retinal dystrophy	9	4748	10	8792	0.1874523067639535	2083.1574850678153
MONDO:0006949	retinal drusen	9	4748	10	8792	0.1874523067639535	2083.1574850678153
MONDO:0020245	disease predisposing to age-related macular degeneration	9	4748	10	8792	0.1874523067639535	2083.1574850678153
MONDO:0007859	palmoplantar keratoderma i, striate, focal, or diffuse	9	4748	10	8792	0.1874523067639535	2083.1574850678153
MONDO:0018865	striate palmoplantar keratoderma	9	4748	10	8792	0.1874523067639535	2083.1574850678153
MONDO:0008183	annular pancreas	9	4748	10	8792	0.1874523067639535	2083.1574850678153
MONDO:0009116	lactose intolerance (disease)	9	4748	10	8792	0.1874523067639535	2083.1574850678153
MONDO:0009384	Leydig cell hypoplasia, type 1	9	4748	10	8792	0.1874523067639535	2083.1574850678153
MONDO:0010712	panhypopituitarism, X-linked	9	4748	10	8792	0.1874523067639535	2083.1574850678153
MONDO:0011185	Thiel-Behnke corneal dystrophy	9	4748	10	8792	0.1874523067639535	2083.1574850678153
MONDO:0011592	EVR3	9	4748	10	8792	0.1874523067639535	2083.1574850678153
MONDO:0011965	familial temporal lobe epilepsy 2	9	4748	10	8792	0.1874523067639535	2083.1574850678153
MONDO:0012725	lipoprotein glomerulopathy	9	4748	10	8792	0.1874523067639535	2083.1574850678153
MONDO:0013139	neutropenia, severe congenital, 2, autosomal dominant	9	4748	10	8792	0.1874523067639535	2083.1574850678153
MONDO:0013285	immunodeficiency, common variable, 5	9	4748	10	8792	0.1874523067639535	2083.1574850678153
MONDO:0013419	complement component C1s deficiency	9	4748	10	8792	0.1874523067639535	2083.1574850678153
MONDO:0013662	Barrett esophagus	9	4748	10	8792	0.1874523067639535	2083.1574850678153
MONDO:0014181	amyotrophic lateral sclerosis type 20	9	4748	10	8792	0.1874523067639535	2083.1574850678153
MONDO:0014604	Parkinson disease 21	9	4748	10	8792	0.1874523067639535	2083.1574850678153
MONDO:0033015	erythrokeratodermia variabilis et progressiva 5	9	4748	10	8792	0.1874523067639535	2083.1574850678153
MONDO:0011036	porencephaly-cerebellar hypoplasia-internal malformations syndrome	16	4741	21	8781	0.1913429562149744	2126.3942724170106
MONDO:0013402	retinitis pigmentosa 27	16	4741	21	8781	0.1913429562149744	2126.3942724170106
MONDO:0014737	dehydrated hereditary stomatocytosis 2; DHS2	16	4741	21	8781	0.1913429562149744	2126.3942724170106
MONDO:0009541	lymphopenic hypergammaglobulinemia, antibody deficiency, autoimmune hemolytic anemia, and glomerulonephritis	19	4738	26	8776	0.1968926705071538	2188.068247346
MONDO:0010725	X-linked retinoschisis	19	4738	26	8776	0.1968926705071538	2188.068247346
MONDO:0060611	combined immunodeficiency and megaloblastic anemia with or without hyperhomocysteinemia	19	4738	26	8776	0.1968926705071538	2188.068247346
MONDO:0007411	cutis laxa, autosomal dominant 1	14	4743	18	8784	0.1982059737148224	2202.6629858928213
MONDO:0010063	corneal-cerebellar syndrome	14	4743	18	8784	0.1982059737148224	2202.6629858928213
MONDO:0010356	nephrogenic syndrome of inappropriate antidiuresis	14	4743	18	8784	0.1982059737148224	2202.6629858928213
MONDO:0010840	pachygyria-intellectual disability-epilepsy syndrome	14	4743	18	8784	0.1982059737148224	2202.6629858928213
MONDO:0007691	chronic inflammatory demyelinating polyneuropathy	22	4735	31	8771	0.19989376639026435	2221.419425895008
MONDO:0016170	chronic polyradiculoneuropathy	22	4735	31	8771	0.19989376639026435	2221.419425895008
MONDO:0001824	polyneuropathy	22	4735	31	8771	0.19989376639026435	2221.419425895008
MONDO:0016169	chronic acquired demyelinating polyneuropathy	22	4735	31	8771	0.19989376639026435	2221.419425895008
MONDO:0003335	chronic polyneuropathy	22	4735	31	8771	0.19989376639026435	2221.419425895008
MONDO:0006915	polyradiculoneuropathy	22	4735	31	8771	0.19989376639026435	2221.419425895008
MONDO:0013082	Hirschsprung disease-ganglioneuroblastoma syndrome	22	4735	31	8771	0.19989376639026435	2221.419425895008
MONDO:0006290	malignant germ cell tumor	22	4735	31	8771	0.19989376639026435	2221.419425895008
MONDO:0007084	familial focal alopecia	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0007148	appendicitis, proneness to	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0007284	cataract 20 multiple types	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0007440	MAFD1	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0007502	ear pits, posterior helical	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0007505	earring holes, natural	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0007547	epidermoid cysts	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0007583	exostoses of heel	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0007787	Ambras type hypertrichosis universalis congenita	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0007877	LAP	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0007912	lithium transport	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0007914	lumbar stenosis, familial	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0008028	muscular dystrophy, Barnes type	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0008307	presenile dementia, Kraepelin type	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0008375	retinal detachment	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0009682	muscular dystrophy, congenital, with rapid progression	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0009762	nystagmus, congenital, autosomal recessive	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0009942	Pyknoachondrogenesis	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0010179	isolated right ventricular hypoplasia	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0010280	ptosis, hereditary congenital 2	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0010648	MAFD2	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0000693	bipolar II disorder	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0010887	isolated anterior cervical hypertrichosis	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0011162	cataract 14 multiple types	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0011595	nonsyndromic congenital nail disorder 7	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0011846	bulimia nervosa, susceptibility to, 1	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0005451	eating disorder	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0005452	bulimia nervosa	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0012197	idiopathic aplastic anemia	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0012346	GEFSP4	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0013235	pancreatic cancer, susceptibility to, 2	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0013596	nonsyndromic congenital nail disorder 10	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0013665	EJM9	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0013953	immunodeficiency 28	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0013955	mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0014555	peeling skin syndrome type a	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0014565	cataract 43	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0014710	autosomal recessive mendelian susceptibility to mycobacterial diseases due to complete RORgamma receptor deficiency	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0015018	ichthyosis, congenital, autosomal recessive 12; ARCI12	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0010272	syndromic X-linked intellectual disability type 10	4	4753	3	8799	0.20117329182766702	2235.638792080864
MONDO:0007735	congenital Horner syndrome (disease)	12	4745	15	8787	0.20481999972353887	2276.1646569276872
MONDO:0009989	enhanced S-cone syndrome	12	4745	15	8787	0.20481999972353887	2276.1646569276872
MONDO:0010596	membranoproliferative glomerulonephritis, X-linked	12	4745	15	8787	0.20481999972353887	2276.1646569276872
MONDO:0012507	retinal cone dystrophy 4	12	4745	15	8787	0.20481999972353887	2276.1646569276872
MONDO:0008136	isolated optic nerve hypoplasia	26	4731	38	8764	0.21062446882857672	2340.669722091973
MONDO:0017673	isolated focal palmoplantar keratoderma	10	4747	12	8790	0.2107029673571266	2341.542076239748
MONDO:0011058	autosomal dominant nonsyndromic deafness 9	10	4747	12	8790	0.2107029673571266	2341.542076239748
MONDO:0011184	childhood apraxia of speech	10	4747	12	8790	0.2107029673571266	2341.542076239748
MONDO:0011205	medium chain 3-ketoacyl-Coa thiolase deficiency	10	4747	12	8790	0.2107029673571266	2341.542076239748
MONDO:0008378	retinitis pigmentosa 9	15	4742	20	8782	0.21366202653917374	2374.426100929838
MONDO:0020287	pulmonary artery or pulmonary branch anomaly	15	4742	20	8782	0.21366202653917374	2374.426100929838
MONDO:0012218	ADDWOC	15	4742	20	8782	0.21366202653917374	2374.426100929838
MONDO:0014505	epileptic encephalopathy, early infantile, 27	15	4742	20	8782	0.21366202653917374	2374.426100929838
MONDO:0007060	spermatogenic failure 6	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0015746	male infertility due to globozoospermia	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0007427	deafness with anhidrotic ectodermal dysplasia	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0007634	intellectual disability, FRA12A type	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0007699	Hashimoto thyroiditis	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0020592	disease pf pharynx	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0021315	malignant tumor of nasopharynx	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0004821	nasopharyngeal disease	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0021310	malignant tumor of neck	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0015459	nasopharyngeal carcinoma	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0020035	rare otorhinolaryngologic tumor	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0021345	carcinoma of pharynx	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0021246	pharynx neoplasm	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0017344	Epstein-Barr virus-associated carcinoma	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0005517	pharynx cancer	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0005375	nasopharyngeal neoplasm	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0021351	neoplasm of neck	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0008141	ossicular malformations, familial	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0008284	polyposis of gastric fundus without polyposis coli	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0008470	spondyloepiphyseal dysplasia with punctate corneal dystrophy	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0008610	blue color blindness	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0008792	familial angiolipomatosis	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0008826	arthrogryposis-hyperkeratosis syndrome, lethal form	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0009946	hemolytic anemia due to pyrimidine 5' nucleotidase deficiency	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0010509	intellectual disability, X-linked 104; MRX104	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0011032	autosomal dominant nonsyndromic deafness 11	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0011067	autosomal recessive nonsyndromic deafness 12	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0017884	papillary renal cell carcinoma	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0011775	nasopharyngeal carcinoma, susceptibility to, 1	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0011994	autosomal dominant nonsyndromic deafness 41	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0012273	autosomal recessive nonsyndromic deafness 48	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0012287	Stickler syndrome, type I, nonsyndromic ocular	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0012312	short QT syndrome type 1	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0012466	Parkinson disease 13, autosomal dominant, susceptibility to	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0012814	diastasis recti and weakness of the linea alba	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0013052	retinitis pigmentosa 42	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0013114	autosomal dominant nonsyndromic deafness 50	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0013602	paragangliomas 5	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0014135	pulmonary hypertension, primary, 3	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0014314	sacral agenesis-abnormal ossification of the vertebral bodies-persistent notochordal canal syndrome	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0054730	spermatogenic failure 26	6	4751	6	8796	0.21448471840939967	2383.5686756836585
MONDO:0021011	hereditary progressive chorea without dementia	8	4749	9	8793	0.21480394221895308	2387.1162098792256
MONDO:0007324	chorea	8	4749	9	8793	0.21480394221895308	2387.1162098792256
MONDO:0007546	myeloproliferative disorder, chronic, with eosinophilia	8	4749	9	8793	0.21480394221895308	2387.1162098792256
MONDO:0019452	myeloproliferative neoplasm, unclassifiable	8	4749	9	8793	0.21480394221895308	2387.1162098792256
MONDO:0007701	progressive familial heart block type II	8	4749	9	8793	0.21480394221895308	2387.1162098792256
MONDO:0007709	hematuria, benign familial	8	4749	9	8793	0.21480394221895308	2387.1162098792256
