id	label	gc annotated to disease	gc not annotated to disease	non-gc annotated to disease	non-gc not annotated to disease	p-value	p-value-correct
MONDO:0001134	essential hypertension	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0007865	knuckle pads	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0007938	46,XY sex reversal 4	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0007957	mediosternal depigmentation line	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0008058	cylindrical spirals myopathy	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0008165	southeast Asian ovalocytosis	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0008332	pseudo-von Willebrand disease	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0008364	Raynaud disease	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0024534	Dowling-Degos disease 1	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0008372	retinal aplasia	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0008498	strabismus, susceptibility to	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0008789	anemia, nonspherocytic hemolytic, associated with abnormality of red cell membrane	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0008866	bifid nose, autosomal recessive	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0008925	cataract 46 juvenile-onset	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0009103	diaphragmatic hernia 2	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0009315	congenital factor XII deficiency	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0009789	nonarteritic anterior ischemic optic neuropathy, susceptibility to	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0009808	osteoid osteoma (disease)	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0045052	benign osteogenic neoplasm	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0045053	osteogenic neoplasm	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0009885	Scott syndrome	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0009984	late-adult onset retinitis pigmentosa	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0010053	hereditary spherocytosis type 3	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0010081	subaortic stenosis, membranous	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0017727	fixed subaortic stenosis	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0020392	discrete fixed membranous subaortic stenosis	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0010097	Tatsumi factor deficiency	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0010124	thumb, distal hyperextensibility of	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0010158	T-substance anomaly	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0010178	vas deferens, congenital bilateral aplasia of	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0010389	X-linked mendelian susceptibility to mycobacterial diseases due to CYBB deficiency	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0010438	paroxysmal nocturnal hemoglobinuria 1	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0010695	occipital hair, white lock of	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0010761	retinitis pigmentosa Y-linked	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0010767	spermatogenic failure, Y-linked, 2	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0015607	partial chromosome Y deletion	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0020061	chromosome Y structural anomaly	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0010827	retinitis pigmentosa 14	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0010846	EXT3	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0010910	ENUR1	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0000022	nocturnal enuresis	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0024290	enuresis	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0010941	nocturnal enuresis, 2	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0011191	capillary infantile hemangioma	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0011204	cerebellar degeneration-related autoantigen 3	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0011667	maturity-onset diabetes of the young type 4	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0011881	keratosis palmoplantaris striata 3	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0012015	NYS3	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0012353	erythrocytosis, familial, 3	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0016599	autosomal dominant secondary polycythemia	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0012489	cataract 23	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0012513	maturity-onset diabetes of the young type 7	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0012672	cholelithiasis	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0012985	hereditary spherocytosis type 5	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0013011	atrial heart septal defect 5	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0013073	palmoplantar keratoderma, nonepidermolytic, focal 1	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0013141	autosomal dominant macrothrombocytopenia TUBB1-related	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0021105	NAFLD1	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0013209	non-alcoholic fatty liver disease	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0013246	NAFLD2	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0013405	retinitis pigmentosa 49	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0013487	recurrent Neisseria infections due to factor d deficiency	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0013494	PSMNSW	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0013535	hydroxyacyl glutathione hydrolase deficiency	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0013750	atrial heart septal defect 8	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0013868	POROK7	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0013888	tremor, hereditary essential, 4	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0013919	epilepsy, idiopathic generalized, susceptibility to, 12	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0014256	retinitis pigmentosa 67	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0014365	spermatogenic failure 13	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0014366	spermatogenic failure 14	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0014372	cone-rod dystrophy 19	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0014622	isolated focal non-epidermolytic palmoplantar keratoderma	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0014842	intellectual disability, autosomal dominant 41; MRD41	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0060671	epilepsy, juvenile myoclonic, susceptibility to, 10	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0054733	spermatogenic failure 29	2	213	6	13338	0.006580171113352424	73.12544158268548
MONDO:0019443	dextro-looped transposition of the great arteries	4	211	44	13300	0.006934428389934302	77.0623026973399
MONDO:0013463	dextro-looped transposition of the great arteries 3	4	211	44	13300	0.006934428389934302	77.0623026973399
MONDO:0007156	arthritis, sacroiliac	3	212	22	13322	0.006990931549306847	77.69022230744699
MONDO:0007853	keratoderma, palmoplantar, with nail dystrophy and hereditary motor-sensory neuropathy	3	212	22	13322	0.006990931549306847	77.69022230744699
MONDO:0007931	best vitelliform macular dystrophy	3	212	22	13322	0.006990931549306847	77.69022230744699
MONDO:0011398	dystrophic epidermolysis bullosa pruriginosa	3	212	22	13322	0.006990931549306847	77.69022230744699
MONDO:0011806	osteofibrous dysplasia	3	212	22	13322	0.006990931549306847	77.69022230744699
MONDO:0011923	osteoarthritis susceptibility 3	3	212	22	13322	0.006990931549306847	77.69022230744699
MONDO:0014189	age related macular degeneration 13	3	212	22	13322	0.006990931549306847	77.69022230744699
MONDO:0024265	Duane syndrome type 1	3	212	23	13321	0.007811642391533252	86.81078189710902
MONDO:0008142	Thiemann disease, familial form	3	212	23	13321	0.007811642391533252	86.81078189710902
MONDO:0009676	autosomal recessive limb-girdle muscular dystrophy type 2B	3	212	23	13321	0.007811642391533252	86.81078189710902
MONDO:0011634	rippling muscle disease	3	212	23	13321	0.007811642391533252	86.81078189710902
MONDO:0019947	rippling muscle disease 2	3	212	23	13321	0.007811642391533252	86.81078189710902
MONDO:0014765	woolly hair, autosomal recessive 3	3	212	23	13321	0.007811642391533252	86.81078189710902
MONDO:0018631	Marie Unna hereditary hypotrichosis	4	211	46	13298	0.008008760033820552	89.0013502558478
MONDO:0014798	brachydactyly type A1D	5	210	74	13270	0.00834603496829863	92.74948660270266
MONDO:0007161	SPGF2	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0001187	urinary bladder cancer	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0004987	urinary bladder neoplasm	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0007245	neurofibromatosis type 6	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0007287	cataract 41	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0020376	early-onset nuclear cataract	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0007366	seizures, benign familial neonatal, 2	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0007367	FEB1	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0007705	Heinz body anemia	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0007717	hemoglobin--variants for which the chain carrying the mutation 1S unknown or uncertain	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0007722	heterochromia iridis (disease)	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0007932	age related macular degeneration 2	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0007936	macular dystrophy, fenestrated sheen type	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0007955	Meckel's diverticulum	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0008014	nondisjunction	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0008105	nose, anomalous shape of	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0008166	ovalocytosis, hereditary hemolytic, with defective erythropoiesis	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0008541	spermatic cord torsion	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0008629	urolithiasis, uric acid, autosomal dominant	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0008844	Athrombia, essential	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0008977	chondrosarcoma (disease)	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0002604	pericytic neoplasm	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0009256	galactorrhea (disease)	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0009285	gamma-glutamyl transpeptidase deficiency	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0009638	mitochondrial myopathy with a defect 1N mitochondrial-protein transport	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0009909	progesterone resistance	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0009957	Reese retinal dysplasia	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0010032	Sjogren-Larsson-like ichthyosis without CNS or eye involvement	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0010086	sudden infant death syndrome	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0010274	TGCT1	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0010565	red color blindness	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0010640	Leber optic atrophy, susceptibility to	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0010646	macular dystrophy, X-linked	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0010811	benign prostatic hyperplasia (disease)	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0010849	palmoplantar keratoderma, Bothnian type	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0010893	malignant hyperthermia, susceptibility to, 4	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0010962	palmoplantar keratoderma, nonepidermolytic	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0011120	neural tube defects, folate-sensitive	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0011231	FEB2	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0011379	medullary cystic kidney disease 2	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0011416	generalized epilepsy with febrile seizures plus, type 1	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0011443	febrile seizures, familial, 4	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0011593	seizures, benign familial infantile, 2	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0011844	myoclonic dystonia 15	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0011875	epilepsy, idiopathic generalized, susceptibility to, 11	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0012224	FEB6	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0012226	FEB5	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0012454	alcohol sensitivity, acute	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0012494	testicular microlithiasis (disease)	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0012515	GLC1M	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0012540	age related macular degeneration 4	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0012603	episodic kinesigenic dyskinesia 2	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0012618	MRT10	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0012738	long QT syndrome 11	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0012767	age related macular degeneration 11	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0012798	deafness, unilateral, with delayed endolymphatic hydrops	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0012825	extraskeletal myxoid chondrosarcoma	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0003044	extraosseous chondrosarcoma	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0013063	ventricular fibrillation, paroxysmal familial, 2	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0013406	age related macular degeneration 6	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0013427	susceptibility to viral and mycobacterial infections	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0013567	atrial heart septal defect 3	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0013581	intellectual disability, autosomal dominant 2	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0013643	hyperuricemic nephropathy, familial juvenile type 3	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0013748	ventricular septal defect 2	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0014307	Dowling-Degos disease 4	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0014479	porokeratosis 8, disseminated superficial actinic type	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0014734	epilepsy, idiopathic generalized, susceptibility to, 14; EIG14	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0014815	intellectual disability, autosomal recessive 52	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0014876	intellectual disability, autosomal recessive 54; MRT54	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0014923	peeling skin syndrome 5; PSS5	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0014990	uncombable hair syndrome 3; UHS3	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0054738	Fraser syndrome 2	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0027694	amyotrophic lateral sclerosis type 23	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0020628	microcephaly, growth restriction, and increased sister chromatid exchange 2	2	213	7	13337	0.008372283530491482	93.04118687435184
MONDO:0011549	hypotrichosis 1	3	212	24	13320	0.008686817633706408	96.53660436337931
MONDO:0011717	hyperinsulinism-hyperammonemia syndrome	3	212	24	13320	0.008686817633706408	96.53660436337931
MONDO:0012381	hyperinsulinism due to INSR deficiency	3	212	24	13320	0.008686817633706408	96.53660436337931
MONDO:0013017	hypotrichosis 5	3	212	24	13320	0.008686817633706408	96.53660436337931
